Date,population,treatment,,,branch,Bud,BBCH,,
2019-11-30,sm,LHL,30,alninc,,4,1,,
2019-11-30,sm,LHL,30,alninc,2,1,1,,
2019-11-30,sm,LHL,30,alninc,3,1,1,,
2019-11-30,sm,LHL,30,alninc,4,1,1,,
2019-11-30,sm,LHL,30,alninc,,2,1,,
2019-11-30,sm,LHL,30,amealn,1,1,1,,
2019-11-30,mp,LHL,30,loninv,,1,1,,
2019-11-30,mp,LHL,30,alnvir5,1,1,1,,
2019-11-30,mp,LHL,30,alnvir5,,2,1,,
2019-11-30,mp,LHL,30,alnvir5,,3,3,,
2019-11-30,mp,LHL,30,alnvir5,,4,1,,
2019-11-30,mp,LHL,30,alnvir5,2,1,1,,
2019-11-30,mp,LHL,30,alnvir5,,2,1,,
2019-11-30,mp,LHL,30,alnvir7,1,1,,,
2019-11-30,mp,LHL,30,alnvir7,,2,0,,
2019-11-30,mp,LHL,30,alnvir7,,3,0,,
2019-11-30,mp,LHL,30,alnvir7,2,1,0,,
2019-11-30,mp,LHL,30,alnvir7,,2,0,,
2019-11-30,mp,LHL,30,alnvir7,3,1,0,,
2019-11-30,mp,LHL,30,alnvir7,,2,0,,
2019-11-30,mp,LHL,30,alnvir7,4,1,0,,
2019-11-30,mp,LHL,30,alnvir7,,2,0,,
2019-11-30,mp,LHL,30,alnvir7,,3,0,,
2019-11-30,mp,LHL,30,alnvir7,,4,0,,
2019-11-30,mp,LHL,30,alnvir7,,,0,,
2019-11-30,mp,LHL,31,corsto,,1,1,,
2019-11-30,mp,LHL,31,symalb,,13,1,,
2019-11-30,sm,LHL,31,loninv,,1,2,,
2019-11-30,sm,LHL,31,loninv,,1,1,,
2019-11-30,sm,LHL,31,vibedu,1,1,1,,
2019-11-30,sm,LHL,31,vibedu,2,1,0,,
2019-11-30,sm,LHL,31,vibedu,3,1,1,,
2019-11-30,sm,LHL,31,vibedu,4,4,3,,
2019-11-30,sm,LHL,31,vibedu,5,1,0,,
2019-11-30,sm,LHL,31,vibedu,,2,0,,
2019-11-30,sm,LHL,31,vibedu,,3,0,,
2019-11-30,sm,LHL,31,vibedu,6,1,0,,
2019-11-30,sm,LHL,31,vibedu,,2,0,,
2019-11-30,sm,LHL,31,vibedu,,3,0,,
2019-11-30,sm,LHL,31,vibedu,,4,0,,
2019-11-30,sm,LHL,31,vibedu,7,1,1,,
2019-11-30,sm,LHL,31,vibedu,8,1,1,,
2019-11-30,mp,LHL,35,acegla,1,1,1,,
2019-11-30,mp,LHL,35,acegla,,2,0,,
2019-11-30,mp,LHL,35,acegla,,3,0,,
2019-11-30,mp,LHL,35,acegla,,4,0,,
2019-11-30,mp,LHL,35,acegla,2,1,1,,
2019-11-30,mp,LHL,35,acegla,,2,0,,
2019-11-30,mp,LHL,35,acegla,,3,0,,
2019-11-30,mp,LHL,35,acegla,3,1,1,,
2019-11-30,mp,LHL,35,acegla,,2,1,,
2019-11-30,mp,LHL,35,acegla,4,1,1,,
2019-11-30,mp,LHL,35,acegla,,2,1,,
2019-11-30,mp,LHL,35,acegla,,3,1,,
2019-11-30,mp,LHL,35,acegla,5,1,0,,
2019-11-30,mp,LHL,35,acegla,,2,0,,
2019-11-30,mp,LHL,35,acegla,,3,0,,
2019-11-30,mp,LHL,35,acegla,6,1,1,,
2019-11-30,mp,LHL,35,vacmem,,15,1,,
2019-11-30,mp,LHL,32,alnvir,1,1,1,,
2019-11-30,mp,LHL,32,alnvir,,2,1,,
2019-11-30,mp,LHL,32,alnvir,,3,1,,
2019-11-30,mp,LHL,32,alnvir,,4,1,,
2019-11-30,mp,LHL,32,alnvir,2,1,1,,
2019-11-30,mp,LHL,32,alnvir,,2,1,,
2019-11-30,mp,LHL,32,alnvir,,3,1,,
2019-11-30,mp,LHL,32,alnvir,,4,1,,
2019-11-30,mp,LHL,32,alnvir,1,5,1,,
2019-11-30,mp,LHL,32,alnvir,,6,1,,
2019-11-30,mp,LHL,32,alnvir,3,1,1,,
2019-11-30,mp,LHL,32,alnvir,,2,1,,
2019-11-30,mp,LHL,32,alnvir,4,1,1,,
2019-11-30,mp,LHL,32,alnvir,,2,1,,
2019-11-30,mp,LHL,32,alnvir,,3,1,,
2019-11-30,mp,LHL,32,riblac,,4,1,,
2019-11-30,mp,LHL,26,alnvir,1,1,1,,
2019-11-30,mp,LHL,26,alnvir,,2,0,,
2019-11-30,mp,LHL,26,alnvir,,3,0,,
2019-11-30,mp,LHL,26,alnvir,2,1,1,,
2019-11-30,mp,LHL,26,alnvir,,2,1,,
2019-11-30,mp,LHL,26,alnvir,,3,0,,
2019-11-30,mp,LHL,26,alnvir,,4,0,,
2019-11-30,mp,LHL,26,alnvir,,5,0,,
2019-11-30,mp,LHL,26,alnvir,1,4,4,,
2019-11-30,mp,LHL,26,alnvir,,5,1,,
2019-11-30,sm,LHL,26,amealn,,1,1,,
2019-11-30,sm,LHL,26,amealn,,2,1,,
2019-11-30,sm,LHL,26,amealn,,3,1,,
2019-11-30,sm,LHL,26,amealn,,4,1,,
2019-11-30,sm,LHL,26,amealn,,5,1,,
2019-11-30,mp,LHL,27,rhoalb,4,1,1,,
2019-11-30,mp,LHL,27,popbal,,1,0,,
2019-11-30,mp,LHL,27,popbal,,2,0,,
2019-11-30,mp,LHL,27,popbal,,3,0,,
2019-11-30,mp,LHL,27,popbal,,4,0,,
2019-11-30,mp,LHL,27,popbal,,5,0,,
2019-11-30,mp,LHL,27,popbal,,6,0,,
2019-11-30,sm,LHL,34,menfer,NA,11,1,,
2019-11-30,sm,LHL,23,spibet,NA,6,1,,
2019-11-30,sm,LHL,23,riblac,NA,2,1,,
2019-11-30,sm,LHL,23,vibedu,1,1,1,,
2019-11-30,sm,LHL,23,vibedu,1,4,1,,
2019-11-30,sm,LHL,23,vibedu,1,5,1,,
2019-11-30,sm,LHL,23,vibedu,1,6,1,,
2019-11-30,sm,LHL,23,vibedu,2,1,1,,
2019-11-30,sm,LHL,23,vibedu,,2,1,,
2019-11-30,mp,LHL,21,rubpar,,1,1,,
2019-11-30,mp,LHL,21,rubpar,,2,1,,
2019-11-30,mp,LHL,21,rubpar,,3,1,,
2019-11-30,mp,LHL,21,rubpar,,4,1,,
2019-11-30,mp,LHL,21,rubpar,,5,1,,
2019-11-30,mp,LHL,21,alnvir,1,1,1,,
2019-11-30,mp,LHL,21,alnvir,,2,0,,
2019-11-30,mp,LHL,21,alnvir,,3,1,,
2019-11-30,mp,LHL,21,alnvir,1b,1,0,,
2019-11-30,mp,LHL,21,alnvir,,2,0,,
2019-11-30,mp,LHL,21,alnvir,,3,0,,
2019-11-30,mp,LHL,21,alnvir,2,1,1,,
2019-11-30,mp,LHL,21,alnvir,,2,1,,
2019-11-30,mp,LHL,21,alnvir,3,1,0,,
2019-11-30,mp,LHL,21,alnvir,,2,0,,
2019-11-30,mp,LHL,21,alnvir,,3,0,,
2019-11-30,mp,LHL,21,alnvir,4,1,1,,
2019-11-30,mp,LHL,21,alnvir,,2,1,,
2019-11-30,mp,LHL,21,alnvir,,3,0,,
2019-11-30,mp,LHL,21,alnvir,,4,0,,
2019-11-30,sm,LHL,27,amealn,1,1,3,,
2019-11-30,sm,LHL,27,amealn,,2,0,,
2019-11-30,sm,LHL,27,amealn,,3,1,,
2019-11-30,sm,LHL,27,amealn,,4,1,,
2019-11-30,sm,LHL,27,amealn,,5,1,,
2019-11-30,sm,LHL,27,amealn,,6,0,,
2019-11-30,sm,LHL,27,amealn,,7,0,,
2019-11-30,sm,LHL,27,amealn,,8,0,,
2019-11-30,sm,LHL,27,amealn,,9,0,,
2019-11-30,sm,LHL,27,amealn,,10,0,,
2019-11-30,sm,LHL,27,amealn,2,1,3,,
2019-11-30,sm,LHL,27,amealn,,2,0,,
2019-11-30,sm,LHL,27,amealn,,3,0,,
2019-11-30,sm,LHL,27,amealn,,4,1,,
2019-11-30,sm,LHL,27,amealn,,5,1,,
2019-11-30,sm,LHL,27,amealn,,6,1,,
2019-11-30,sm,LHL,27,amealn,,7,0,,
2019-11-30,sm,LHL,27,amealn,3,1,3,,
2019-11-30,sm,LHL,27,amealn,,2,1,,
2019-11-30,sm,LHL,27,amealn,,3,1,,
2019-11-30,sm,LHL,27,amealn,,4,1,,
2019-11-30,sm,LHL,27,amealn,,5,0,,
2019-11-30,sm,LHL,27,amealn,,6,0,,
2019-11-30,sm,LHL,27,amealn,,7,0,,
2019-11-30,sm,LHL,27,amealn,4,1,3,,
2019-11-30,sm,LHL,27,amealn,,2,1,,
2019-11-30,sm,LHL,27,amealn,,3,1,,
2019-11-30,sm,LHL,27,vacmem,,2,3,,
2019-11-30,sm,LHL,27,vacmem,,11,1,,
2019-11-30,sm,LHL,27,alnvir ,,1,3,,
2019-11-30,sm,LHL,27,alnvir ,,2,1,,
2019-11-30,sm,LHL,27,alnvir ,,3,3,,
2019-11-30,sm,LHL,27,alnvir ,,4,1,,
2019-11-30,sm,LHL,27,alnvir ,,5,1,,
2019-11-30,sm,LHL,27,alnvir ,,6,1,,
2019-11-30,sm,LHL,24,vibedu,,1,1,,
2019-11-30,sm,LHL,24,vibedu,,2,1,,
2019-11-30,sm,LHL,24,vibedu,,3,1,,
2019-11-30,sm,LHL,24,vibedu,,4,1,,
2019-11-30,sm,LHL,24,vibedu,,5,0,,
2019-11-30,sm,LHL,24,vibedu,,6,1,,
2019-11-30,sm,LHL,24,vibedu,,7,1,,
2019-11-30,sm,LHL,24,vibedu,,8,1,,
2019-11-30,sm,LHL,24,vibedu,,9,1,,
2019-11-30,sm,LHL,24,vibedu,,10,1,,
2019-11-30,sm,LHL,24,vibedu,,11,1,,
2019-11-30,sm,LHL,21,amealn,,1,1,,
2019-11-30,sm,LHL,22,popbal,,1,1,,
2019-11-30,sm,LHL,22,popbal,,2,3,,
2019-11-30,sm,LHL,22,popbal,,3,3,,
2019-11-30,sm,LHL,22,popbal,,4,1,,
2019-11-30,sm,LHL,22,popbal,,5,1,,
2019-11-30,sm,LHL,22,popbal,,6,1,,
2019-11-30,sm,LHL,22,popbal,,7,1,,
2019-11-30,sm,LHL,22,popbal,,8,1,,
2019-11-30,sm,LHL,22,popbal,,9,0,,
2019-11-30,sm,LHL,22,costo,,1,1,,
2019-11-30,sm,LHL,22,menfer,,9,1,,
2019-11-30,mp,LHL,25,loninv,,1,1,,
2019-11-30,mp,LHL,22,alnvir 3,1,1,1,,
2019-11-30,mp,LHL,22,alnvir 3,,2,1,,
2019-11-30,mp,LHL,22,alnvir 3,,3,1,,
2019-11-30,mp,LHL,22,alnvir 3,,4,0,,
2019-11-30,mp,LHL,22,alnvir 3,2,1,1,,
2019-11-30,mp,LHL,22,alnvir 3,,2,1,,
2019-11-30,mp,LHL,22,alnvir 3,,3,1,,
2019-11-30,mp,LHL,22,alnvir 3,,4,0,,
2019-11-30,mp,LHL,22,alnvir 3,3,1,1,,
2019-11-30,mp,LHL,22,alnvir 3,,2,1,,
2019-11-30,mp,LHL,22,alnvir 3,,3,1,,
2019-11-30,mp,LHL,22,alnvir 3,,4,0,,
2019-11-30,mp,LHL,22,alnvir 3,4,1,1,,
2019-11-30,mp,LHL,22,alnvir 3,,2,1,,
2019-11-30,mp,LHL,22,alnvir 3,,3,1,,
2019-11-30,mp,LHL,22,alnvir 3,,4,0,,
2019-11-30,mp,LHL,22,alnvir 3,4b,1,0,,
2019-11-30,mp,LHL,22,alnvir 3,,2,0,,
2019-11-30,mp,LHL,22,alnvir 3,,3,0,,
2019-11-30,mp,LHL,22,alnvir 3,4,1,0,,
2019-11-30,mp,LHL,22,alnvir 3,1,5,0,,
2019-11-30,mp,LHL,22,alnvir 3,,6,0,,
2019-11-30,mp,LHL,22,alnvir,1,1,1,,
2019-11-30,mp,LHL,22,alnvir,,2,1,,
2019-11-30,mp,LHL,22,alnvir,,3,1,,
2019-11-30,mp,LHL,22,alnvir,,4,0,,
2019-11-30,mp,LHL,22,alnvir,,5,0,,
2019-11-30,mp,LHL,22,alnvir,,6,0,,
2019-11-30,mp,LHL,22,alnvir,,7,0,,
2019-11-30,mp,LHL,22,alnvir,1b,1,1,,
2019-11-30,mp,LHL,22,alnvir,,2,0,,
2019-11-30,mp,LHL,22,alnvir,1c,1,1,,
2019-11-30,mp,LHL,22,alnvir,,2,0,,
2019-11-30,mp,LHL,22,alnvir,,3,0,,
2019-11-30,mp,LHL,22,alnvir,2,1,1,,
2019-11-30,mp,LHL,22,alnvir,,2,0,,
2019-11-30,mp,LHL,22,alnvir,,3,1,,
2019-11-30,mp,LHL,22,alnvir,,4,1,,
2019-11-30,mp,LHL,22,alnvir,,5,1,,
2019-11-30,mp,LHL,22,alnvir,,6,0,,
2019-11-30,mp,LHL,22,alnvir,3,1,1,,
2019-11-30,mp,LHL,22,alnvir,,2,1,,
2019-11-30,mp,LHL,22,alnvir,,3,1,,
2019-11-30,mp,LHL,22,alnvir,,4,0,,
2019-11-30,mp,LHL,22,alnvir,,5,0,,
2019-11-30,mp,LHL,22,alnvir,,6,0,,
2019-11-30,mp,LHL,22,alnvir,,7,0,,
2019-11-30,sm,LHL,25,spibet,,1,1,,
2019-11-30,sm,LHL,25,popbal,,1,1,,
2019-11-30,sm,LHL,25,popbal,,2,1,,
2019-11-30,sm,LHL,25,popbal,,3,1,,
2019-11-30,sm,LHL,25,popbal,,4,0,,
2019-11-30,sm,LHL,25,popbal,,5,0,,
2019-11-30,mp,LHL,29,riblac,1,1,1,,
2019-11-30,mp,LHL,29,riblac,2,1,1,,
2019-11-30,mp,LHL,29,riblac,3,1,1,,
2019-11-30,mp,LHL,29,riblac,,8,1,,
2019-11-30,mp,LHL,19,corsto,,1,1,,
2019-11-30,mp,LHL,19,rhoalb,,1,1,,
2019-11-30,mp,LHL,19,vibedu8,,1,1,,
2019-11-30,mp,LHL,19,vibedu8,,2,1,,
2019-11-30,mp,LHL,19,vibedu8,,3,1,,
2019-11-30,mp,LHL,19,vibedu8,,4,1,,
2019-11-30,mp,LHL,19,vibedu8,,4,1,,
2019-11-30,mp,LHL,19,vibedu8,,6,1,,
2019-11-30,mp,LHL,19,vibedu8,,7,1,,
2019-11-30,mp,LHL,19,vibedu8,,8,1,,
2019-11-30,mp,LHL,19,vibedu8,,9,1,,
2019-11-30,mp,LHL,19,vibedu8,,10,0,,
2019-11-30,mp,LHL,19,vibedu11,,1,1,,
2019-11-30,mp,LHL,19,vibedu11,,2,1,,
2019-11-30,mp,LHL,19,vibedu11,,3,1,,
2019-11-30,mp,LHL,19,vibedu11,,4,1,,
2019-11-30,mp,LHL,20,corsto5,2,1,1,,
2019-11-30,mp,LHL,20,vibedu,,1,1,,
2019-11-30,mp,LHL,20,vibedu,,2,1,,
2019-11-30,mp,LHL,20,vibedu,,3,1,,
2019-11-30,mp,LHL,20,vibedu,,4,1,,
2019-11-30,mp,LHL,20,vibedu,,5,1,,
2019-11-30,mp,LHL,20,vibedu,,6,1,,
2019-11-30,sm,LHL,19,spibet,,3,1,,
2019-11-30,sm,LHL,17,riblac,1,1,1,,
2019-11-30,sm,LHL,17,riblac,,5,1,,
2019-11-30,sm,LHL,17,loninv,2,1,1,,
2019-11-30,sm,LHL,17,loninv,3,1,1,,
2019-11-30,sm,LHL,17,vibedu,1,1,1,,
2019-11-30,sm,LHL,17,vibedu,1,2,1,,
2019-11-30,sm,LHL,17,vibedu,1,3,1,,
2019-11-30,sm,LHL,17,vibedu,1,4,0,,
2019-11-30,sm,LHL,17,vibedu,1,5,0,,
2019-11-30,sm,LHL,17,vibedu,1,6,1,,
2019-11-30,sm,LHL,17,vibedu,1,7,0,,
2019-11-30,sm,LHL,17,vibedu,1,8,0,,
2019-11-30,sm,LHL,17,vibedu,1,9,1,,
2019-11-30,sm,LHL,17,vibedu,1,10,0,,
2019-11-30,sm,LHL,17,vibedu,1,11,0,,
2019-11-30,mp,LHL,13,acegla,1,1,1,,
2019-11-30,mp,LHL,13,acegla,1,2,1,,
2019-11-30,mp,LHL,13,acegla,1,3,1,,
2019-11-30,mp,LHL,13,acegla,1,4,1,,
2019-11-30,mp,LHL,13,acegla,1,5,1,,
2019-11-30,mp,LHL,13,acegla,1,6,0,,
2019-11-30,mp,LHL,13,acegla,1,7,0,,
2019-11-30,mp,LHL,13,acegla,1,8,0,,
2019-11-30,mp,LHL,13,acegla,1,9,0,,
2019-11-30,mp,LHL,13,acegla,1,10,0,,
2019-11-30,mp,LHL,13,acegla,1,11,0,,
2019-11-30,mp,LHL,13,acegla,1,12,0,,
2019-11-30,mp,LHL,13,acegla,1,13,0,,
2019-11-30,mp,LHL,13,alninc,1,1,1,,
2019-11-30,mp,LHL,13,alninc,1,2,1,,
2019-11-30,mp,LHL,13,alninc,1,3,1,,
2019-11-30,mp,LHL,13,alninc,1,4,1,,
2019-11-30,mp,LHL,13,alninc,1,5,1,,
2019-11-30,mp,LHL,13,alninc,1,6,0,,
2019-11-30,mp,LHL,13,alninc,1,7,0,,
2019-11-30,mp,LHL,13,alninc,1,8,0,,
2019-11-30,mp,LHL,14,acegla,1,1,3,,
2019-11-30,mp,LHL,14,acegla,1,2,0,,
2019-11-30,mp,LHL,14,acegla,1,3,0,,
2019-11-30,mp,LHL,14,acegla,1,4,0,,
2019-11-30,mp,LHL,14,acegla,1,5,1,,
2019-11-30,mp,LHL,14,acegla,1,6,0,,
2019-11-30,mp,LHL,14,acegla,1,7,0,,
2019-11-30,mp,LHL,14,acegla,1,8,1,,
2019-11-30,mp,LHL,14,acegla,1,9,0,,
2019-11-30,mp,LHL,14,acegla,1,10,0,,
2019-11-30,mp,LHL,14,acegla,1,11,1,,
2019-11-30,mp,LHL,14,acegla,1,12,1,,
2019-11-30,mp,LHL,14,acegla,1,13,0,,
2019-11-30,mp,LHL,14,acegla,1,14,0,,
2019-11-30,mp,LHL,14,menfer,1,3,1,,
2019-11-30,mp,LHL,14,loninv,1,1,dead,,
2019-11-30,mp,LHL,14,loninv,1,2,dead,,
2019-11-30,sm,LHL,13,menfer,1,14,1,,
2019-11-30,sm,LHL,13,rubpar,1,1,1,,
2019-11-30,sm,LHL,13,rubpar,1,2,1,,
2019-11-30,sm,LHL,13,rubpar,1,3,1,,
2019-11-30,sm,LHL,13,rubpar,2,1,1,,
2019-11-30,sm,LHL,13,rubpar,2,2,1,,
2019-11-30,sm,LHL,13,rubpar,2,3,1,,
2019-11-30,sm,LHL,14,alnvir,2,1,1,,
2019-11-30,sm,LHL,14,alnvir,2,2,0,,
2019-11-30,sm,LHL,14,alnvir,2,3,1,,
2019-11-30,sm,LHL,14,alnvir,2,4,1,,
2019-11-30,sm,LHL,14,alnvir,2,5,1,,
2019-11-30,sm,LHL,14,alnvir,2,6,0,,
2019-11-30,sm,LHL,14,acegla,2,1,1,,
2019-11-30,sm,LHL,14,acegla,2,2,1,,
2019-11-30,sm,LHL,14,acegla,2,3,0,,
2019-11-30,sm,LHL,14,acegla,2,4,1,,
2019-11-30,sm,LHL,14,acegla,2,5,1,,
2019-11-30,sm,LHL,14,acegla,2,6,0,,
2019-11-30,sm,LHL,14,acegla,2,7,0,,
2019-11-30,sm,LHL,14,acegla,2,8,1,,
2019-11-30,sm,LHL,14,acegla,2,9,0,,
2019-11-30,sm,LHL,14,acegla,2,10,0,,
2019-11-30,sm,LHL,14,acegla,2,11,0,,
2019-11-30,mp,LHL,14,alninc,2,1,3,,
2019-11-30,mp,LHL,14,alninc,2,2,0,,
2019-11-30,mp,LHL,14,alninc,2,3,1,,
2019-11-30,mp,LHL,14,alninc,2,4,1,,
2019-11-30,mp,LHL,14,alninc,2,5,1,,
2019-11-30,mp,LHL,14,alninc,2,6,1,,
2019-11-30,mp,LHL,14,alninc,2,7,1,,
2019-11-30,mp,LHL,14,alninc,2,8,1,,
2019-11-30,mp,LHL,14,vibedu,2,1,1,,
2019-11-30,mp,LHL,14,vibedu,2,2,1,,
2019-11-30,mp,LHL,14,vibedu,2,3,1,,
2019-11-30,mp,LHL,14,vibedu,2,4,0,,
2019-11-30,mp,LHL,14,vibedu,2,5,0,,
2019-11-30,sm,LHL,15,corsto,2,1,1,,
2019-11-30,sm,LHL,15,symalb A,2,8,1,,
2019-11-30,mp,LHL,16,vibedu,2,1,3,,
2019-11-30,mp,LHL,16,vibedu,2,2,1,,
2019-11-30,mp,LHL,16,vibedu,2,3,1,,
2019-11-30,mp,LHL,16,vibedu,2,4,1,,
2019-11-30,mp,LHL,16,vibedu,2,5,1,,
2019-11-30,mp,LHL,16,vacmem,2,10,1,,
2019-11-30,sm,LHL,16,alnvir,1,1,1,,
2019-11-30,sm,LHL,16,alnvir,1,2,2,,
2019-11-30,sm,LHL,16,alnvir,1,3,3,,
2019-11-30,sm,LHL,16,alnvir,1,4,0,,
2019-11-30,sm,LHL,16,alnvir,1,5,0,,
2019-11-30,sm,LHL,16,alnvir,1,6,0,,
2019-11-30,sm,LHL,16,alnvir,2,1,1,,
2019-11-30,sm,LHL,16,alnvir,2,2,0,,
2019-11-30,sm,LHL,16,alnvir,2,3,0,,
2019-11-30,sm,LHL,16,alnvir,2,4,0,,
2019-11-30,sm,LHL,16,alnvir,3,1,1,,
2019-11-30,sm,LHL,16,alnvir,3,2,0,,
2019-11-30,sm,LHL,16,alnvir,3,3,0,,
2019-11-30,sm,LHL,16,vibedu,1,1,1,,
2019-11-30,sm,LHL,16,vibedu,1,2,1,,
2019-11-30,sm,LHL,16,vibedu,1,3,,,
2019-11-30,sm,LHL,16,vibedu,1,4,1,,
2019-11-30,sm,LHL,16,vibedu,1,5,1,,
2019-11-30,sm,LHL,16,vibedu,1,6,1,,
2019-11-30,sm,LHL,16,vibedu,1,7,1,,
2019-11-30,sm,LHL,16,vibedu,1,8,1,,
2019-11-30,sm,LHL,16,vibedu,1,9,0,,
2019-11-30,sm,LHL,16,vibedu,1,10,0,,
2019-11-30,mp,LHL,18,alninc,1,1,0,,
2019-11-30,mp,LHL,18,alninc,2,1,0,,
2019-11-30,mp,LHL,18,alninc,2,2,0,,
2019-11-30,mp,LHL,18,alninc,2,3,0,,
2019-11-30,mp,LHL,18,alninc,2,4,0,,
2019-11-30,mp,LHL,18,alninc,2,5,0,,
2019-11-30,mp,LHL,18,alninc,2,6,0,,
2019-11-30,mp,LHL,17,symalb,2,3,1,,
2019-11-30,mp,LHL,17,popbal,2,1,0,,
2019-11-30,mp,LHL,17,popbal,2,2,0,,
2019-11-30,mp,LHL,17,popbal,2,3,0,,
2019-11-30,mp,LHL,17,popbal,2,4,0,,
2019-11-30,mp,LHL,17,popbal,2,5,0,,
2019-11-30,mp,LHL,17,popbal,2,6,0,,
2019-11-30,mp,LHL,17,alnvir,1,1,1,,
2019-11-30,mp,LHL,17,alnvir,1,2,1,,
2019-11-30,mp,LHL,17,alnvir,1,3,1,,
2019-11-30,mp,LHL,17,alnvir,1,4,1,,
2019-11-30,mp,LHL,17,alnvir,1,5,0,,
2019-11-30,mp,LHL,17,alnvir,2,1,1,,
2019-11-30,mp,LHL,17,alnvir,2,2,1,,
2019-11-30,mp,LHL,17,alnvir,2,3,1,,
2019-11-30,mp,LHL,17,alnvir,2,4,0,,
2019-11-30,mp,LHL,11,vacmem,NA,14,1,,
2019-11-30,mp,LHL,11,menfer,NA,3,1,,
2019-11-30,sm,LHL,11,amelan,1,1,3,,
2019-11-30,sm,LHL,11,amelan,1,2,1,,
2019-11-30,sm,LHL,11,amelan,1,3,0,,
2019-11-30,sm,LHL,11,amelan,1,4,0,,
2019-11-30,sm,LHL,11,amelan,1,5,0,,
2019-11-30,sm,LHL,11,amelan,1,6,0,,
2019-11-30,sm,LHL,11,amelan,1,7,0,,
2019-11-30,sm,LHL,11,amelan,1,8,0,,
2019-11-30,sm,LHL,11,acegla,1,1,1,,
2019-11-30,sm,LHL,11,acegla,1,2,0,,
2019-11-30,sm,LHL,11,acegla,1,3,1,,
2019-11-30,sm,LHL,11,acegla,1,4,1,,
2019-11-30,sm,LHL,11,acegla,1,5,0,,
2019-11-30,sm,LHL,11,acegla,1,6,0,,
2019-11-30,sm,LHL,11,acegla,1b,1,1,,
2019-11-30,sm,LHL,11,acegla,1b,2,1,,
2019-11-30,sm,LHL,11,acegla,1b,3,1,,
2019-11-30,sm,LHL,11,acegla,1b,4,0,,
2019-11-30,sm,LHL,11,acegla,1,7,1,,
2019-11-30,sm,LHL,11,acegla,1,8,1,,
2019-11-30,sm,LHL,11,acegla,1,9,1,,
2019-11-30,sm,LHL,11,acegla,1,10,1,,
2019-11-30,sm,LHL,11,acegla,1,11,1,,
2019-11-30,sm,LHL,11,acegla,1,12,1,,
2019-11-30,sm,LHL,11,acegla,1,13,1,,
2019-11-30,sm,LHL,11,acegla,2,1,1,,
2019-11-30,sm,LHL,11,acegla,2,2,1,,
2019-11-30,sm,LHL,11,acegla,2,3,1,,
2019-11-30,sm,LHL,11,acegla,2,4,1,,
2019-11-30,sm,LHL,11,acegla,2,5,0,,
2019-11-30,sm,LHL,11,acegla,2,6,0,,
2019-11-30,sm,LHL,11,acegla,2,7,1,,
2019-11-30,sm,LHL,11,acegla,2,8,1,,
2019-11-30,sm,LHL,11,acegla,2,9,1,,
2019-11-30,sm,LHL,11,acegla,2,10,1,,
2019-11-30,sm,LHL,11,acegla,2,11,1,,
2019-11-30,sm,LHL,11,acegla,2,12,0,,
2019-11-30,sm,LHL,11,acegla,2,13,0,,
2019-11-30,sm,LHL,11,acegla,2,14,1,,
2019-11-30,sm,LHL,11,acegla,2,15,0,,
2019-11-30,sm,LHL,11,alninc,1,1,3,,
2019-11-30,sm,LHL,11,alninc,1,2,0,,
2019-11-30,sm,LHL,11,alninc,1,3,0,,
2019-11-30,sm,LHL,11,alninc,1,4,0,,
2019-11-30,sm,LHL,11,alninc,1,5,0,,
2019-11-30,sm,LHL,12,amealn,1,1,dead,terminal bud bored into,
2019-11-30,sm,LHL,12,amealn,1,2,1,,
2019-11-30,sm,LHL,12,amealn,1,3,1,,
2019-11-30,sm,LHL,12,amealn,1,4,1,,
2019-11-30,sm,LHL,12,amealn,2,1,1,,
2019-11-30,sm,LHL,12,amealn,2,2,1,,
2019-11-30,sm,LHL,12,amealn,2,3,1,,
2019-11-30,sm,LHL,12,amealn,2,4,1,,
2019-11-30,sm,LHL,12,amealn,2,5,1,,
2019-11-30,sm,LHL,12,amealn,2,6,1,,
2019-11-30,sm,LHL,12,alninc,1,1,1,,
2019-11-30,sm,LHL,12,alninc,1,2,1,,
2019-11-30,sm,LHL,12,alninc,1,3,1,,
2019-11-30,sm,LHL,12,alninc,1,4,1,,
2019-11-30,sm,LHL,12,alninc,1,5,0,,
2019-11-30,sm,LHL,12,alninc,1,6,0,,
2019-11-30,sm,LHL,12,alninc,1,7,0,,
2019-11-30,sm,LHL,12,alninc,1,8,0,,
2019-11-30,sm,LHL,12,alninc,1,9,0,,
2019-11-30,sm,LHL,12,vibedu,1,1,1,,
2019-11-30,sm,LHL,12,vibedu,1,2,1,,
2019-11-30,sm,LHL,12,vibedu,1,3,0,,
2019-11-30,sm,LHL,12,vibedu,1,4,0,,
2019-11-30,sm,LHL,12,vibedu,1,5,0,,
2019-11-30,sm,LHL,12,vibedu,1,6,1,,
2019-11-30,sm,LHL,12,vibedu,1,7,0,,
2019-11-30,sm,LHL,12,vibedu,2,1,1,,
2019-11-30,sm,LHL,12,vibedu,2,2,0,,
2019-11-30,sm,LHL,12,vibedu,2,3,0,,
2019-11-30,sm,LHL,12,vibedu,2,4,1,,
2019-11-30,sm,LHL,12,vibedu,2,5,0,,
2019-11-30,sm,LHL,12,vibedu,2,6,1,,
2019-11-30,sm,LHL,12,vibedu,2,7,1,,
2019-11-30,sm,LHL,1,acegla,1,1,1,,
2019-11-30,sm,LHL,1,acegla,1,2,0,,
2019-11-30,sm,LHL,1,acegla,1,3,0,,
